StartDate,DistributionChannel,Progress,Duration,Finished,Consent,Age,Gender,Gender_identity,Gender_other_text,Teacher,Subject_prog,Klartdukankoda,Soc_stereotype_tech,Soc_stereotype_care,Pers_stereotype_tech,Pers_stereotype_care,Q1.RP1,Q2.RP2,Q3.RP3,Q4.RP4,Q5.RP5,Q6.RP6,Q7.RP7,Q8.RN1,Q9.RN2,Q10.RN3,Q11.RN4,Q12.RN5,Q13.RN6,Q14.RN7,Q15.LP1,Q16.LP2,Q17.LP3,Q18.LP4,Q19.LP5,Q20.LP6,Q21.LP7,Q22.LN1,Q23.LN2,Q24.LN3,Q25.LN4,Q26.LN5,Q27.LN6,Q28.LN7,FL_6_DO
44265.23803,anonymous,100,965,1,1,44,1,1,-99,4,2,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17C838,27C892,30C761,21C936,25C896,29C1314,22C844,26C766,24C821,17C798,22C712,28C763,29C1111,30C677,26C711,24C719,27C713,21C761,20C1434,18C926,END","9C1234,3C782,2C786,11C771,9C709,12C699,12C596,13C713,3X5246,5C750,15C873,1C741,5C673,2C664,11C769,1C923,7C907,10C753,13C719,4C683,END","10C1046,24X6840,11C1231,18C1083,13C1276,26C1498,5C1046,20C1297,4C980,30C829,12C922,22C892,1C1135,27X1626,3C1032,25C807,15C1021,28C1727,2C2017,17C1215,END","15C1486,27C1268,4C927,17C1028,3C836,22C1198,13C789,21C1751,15C908,18C932,5C795,18C996,7C959,29C1090,12C951,25C1152,9C881,30C895,1C908,25C879,2C808,30C918,5C766,28C802,2C755,20C995,10C749,27C931,3C819,24C1153,1C841,21C990,12C911,29C976,9C927,24C1022,11C890,26C892,10C852,20C977,END","24C1428,28C894,28C795,29C905,27C1071,18C759,20C891,25C960,26C1066,24C1181,18C970,24C1816,30C1474,27C1128,27C737,26C1171,21C917,20C872,22C769,26C878,27C841,22C971,22C690,17C827,18C774,25C816,21C981,29C1797,26C881,20C824,21C861,30C762,25C1206,30C675,17C683,17C761,21C889,28C747,29C941,20C749,END","12C986,26C1279,4C916,20C866,2C728,22C700,15C780,24C1044,10C818,30C936,1C820,17C810,5C771,18C767,13C798,29C1251,3C801,25C951,9C713,28C738,END","9C1222,29C886,3C1379,20C2374,13C704,18C863,1C856,27C867,4C873,30C1226,15C818,21C1432,9C1775,24C786,10C815,30C823,7C794,22C784,2C836,18C770,12C893,26C942,3C690,25C970,15C706,20C773,11C737,26C789,7C778,22C714,4C798,28C850,5C721,24C959,2C756,28C1042,10C744,29C800,11C855,17C718,END",IAT4-IncompatibleFirst[TargetAonLeftwithNeg]
44266.14191,anonymous,100,455,1,1,62,1,1,-99,3,1,3,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25C2463,25C3450,18C1920,24C1309,21C1187,20C1268,18C1318,29C1983,30C1003,22C1108,26C1028,24C958,21C1023,30C969,26C1101,29C1179,20C1244,17C1019,27C990,28C891,END","5C2566,11C1005,2C1088,10C1178,9C1095,13C945,3C858,7C1290,11C907,1C975,15C933,12C1211,7C1023,15C923,4C1045,2C1020,9C812,10C1768,3C880,5C1184,END","11C1794,30C2798,13C1217,26X4657,3C1122,28C2266,15C2113,24C1503,9C1198,20C1159,5C1121,21C1194,10C1061,27C1095,1C1019,22C1062,4C997,25C958,7C854,17C1117,END","10C1354,29C1115,9C835,25C1204,2C894,21C874,13C806,18C1005,13C872,27C1362,5C850,18X1760,15C605,20C2172,11C849,17C967,9C1054,22C1041,2C898,30C977,10C972,26C1393,7C1576,26C1089,1C1007,17C1317,3C892,25C1020,12C1032,21X1950,5X1540,28C382,15C1153,30C1712,3C1516,24C1040,4C884,29X2463,1C407,20C1542,END","24C1891,21C1431,26C979,25C1379,20C1149,26C2014,28C1371,25C1065,29C1099,20C1264,20C1030,22C1319,27C1037,29X1898,29C323,28C1282,22C1176,22C889,27C1138,24C1181,25C1139,24C1279,26C988,21C1192,27C912,25C1025,18C873,26C661,22C1023,17X1570,17C319,20C2233,30C1102,28C1271,30C1013,18C1026,18C762,21C1014,17C928,30C1213,END","12C1528,21C1164,4C1562,29C1205,1C1035,26C1245,3C905,28C1134,5C850,18X1684,2C361,25C979,13C989,17C804,10C714,30C948,15C847,24C815,11C839,20C918,END","1C1176,17C1203,5C849,18C1123,1C785,30C869,15C847,24C733,3C958,21C1237,15C823,27C972,5C763,30C894,3C983,27X1898,10C372,20C919,4C989,28C1220,2C905,24C1449,12C878,20C1280,9C940,25C1359,13C795,29C1219,4C730,29C1054,9C851,22C847,7C1278,26C864,11C1145,18C1037,10C1162,21C1098,11C910,25C1282,END",IAT4-IncompatibleFirst[TargetAonLeftwithNeg]
44266.26476,anonymous,100,369,1,1,44,1,1,-99,3,1,3,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20X4797,22C1627,27C1765,29C1089,22C838,30C705,27C941,21C918,30C706,18C821,26C850,21C808,28C809,25C742,20C711,17C764,24C771,25C791,28C656,18C673,END","1C1949,2C739,3C758,11C745,15C776,4C690,7C828,3C706,13C686,10C688,12C687,11C750,12C646,15C635,5C732,9C650,10C673,2C608,4C758,5C721,END","9C951,17C1168,15C862,22C696,1C861,18C1049,13C871,27C878,2C1053,30C782,5C792,20C1113,10C811,26C818,3C796,25C895,11C864,21C824,4C842,28C1146,END","4C871,27C770,4C666,22C675,11C643,18C744,13C667,26C877,2C606,17C860,12C680,25X1301,15C733,20C1051,7C812,17C781,10C1068,24C979,1C719,28C763,10C914,28C972,15C993,26C988,9C924,24C838,12C883,21C850,3C722,22C941,5C776,30C765,9C943,29C933,7C709,25C1266,2C618,21C843,1C712,27C969,END","22C1017,17C662,21C684,20C699,18C695,27C689,26C667,25C687,30C593,21C768,22C664,28C679,29X1172,20C849,18C733,30C674,17C748,29C830,24C814,26C647,21C710,25C706,21C950,20C775,30C699,18C646,30C734,27C733,17C731,25C879,22C704,28C698,27X1333,29C1446,25C777,24C716,26C760,17C1060,28C780,24C661,END","1C718,17C678,9C734,27C669,15C651,18C771,4C606,20C621,7C614,22C649,11C645,21C730,3C560,26C667,12C594,28C691,10C598,30C752,5X1096,29C985,END","9C937,28C734,12C619,27C581,5C653,24C589,2C614,29C820,2C769,20C915,1C589,26C879,7C773,29C818,9C565,18C645,11C657,18C639,10C781,17C669,3C608,21C750,12C643,27C863,7C658,21C686,15C708,20X1119,15C783,22C761,1C696,24C781,5C729,26C722,4C730,25C873,13C729,28C757,10C576,30C632,END",IAT4-IncompatibleFirst[TargetAonLeftwithNeg]
44266.15567,anonymous,100,14117,1,1,1976,1,1,-99,1,1,3,2,4,4,3,"18C1629,22C1379,24C919,26C925,21C1095,27X9235,17C1108,17C883,27C55283,20C2039,20C1011,26C1029,29X4230,30C869,29C6821,25C1353,24C956,25C1223,18C921,28C1364,END","1C2392,13C2519,7C1314,5C1222,15C1106,4C1184,2C1227,3C1119,12C994,9C771,3C1480,13C896,12C1394,7C985,2C1184,10C1093,11C1525,5C1125,9C1043,11C914,END","9C3005,24C870,10C898,27C950,12C645,21C865,2C663,26C966,5C1592,29C1496,13C801,17C770,1C779,25C1804,3C727,30C921,11C1063,22C849,7C674,20C1083,END","1C2358,17C860,13C909,27C1069,10C853,24C853,1C930,20C773,12C728,25C1048,7C705,25C915,12C1009,17C807,11C927,20C872,5C892,30C854,9C932,27X3415,9C889,18C1018,15C920,21C927,11C629,30C1152,7C791,22C1396,4C1409,24C884,4C661,28C1686,3C773,28C1301,3C1235,26C1294,2C674,22C920,13C739,29C1844,END","24C1345,28C806,26C771,30C656,30C646,21C821,21C677,28C689,26C1041,27C729,17C751,22C680,20C721,29C689,27C775,27C578,24C627,28C740,17C850,20X1685,22C672,25C708,24C755,26C716,21C877,17C586,26C661,22C733,27C1016,25C706,18C1028,17C696,29C654,18C722,30C888,20X1803,22C790,25C743,18C1232,29C776,END","10C4397,30C1664,7C768,29C881,15C885,22C866,9C669,18C936,1C713,27C990,4C709,28C1202,3C681,24C832,13C541,25C1027,5C606,21C787,11C800,17X2882,END","10C846,21C960,9C609,20C713,11C708,28C754,1C499,22C723,13C710,17C1156,15C576,30C647,2C707,18C740,12C720,26C774,9C786,18C1065,12C579,26C738,7C502,27X1636,4C1536,28C1194,10C685,21C730,4C815,25C996,5C1251,17C871,3C611,29X3395,5C1203,30C1174,15C773,27C753,1C790,20C1633,7C884,24C1046,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT1-CompatibleFirst[TargetAonRightwithPos]
44266.37411,anonymous,100,93,1,1,48,2,2,-99,3,2,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44259.50461,anonymous,33,58,0,1,55,2,2,-99,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44266.53787,anonymous,100,492,1,1,56,2,2,-99,3,1,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22C17426,24C2772,21C1743,27X4578,25C1262,18C1258,28C1034,18C1154,24C1196,29C1189,30C923,26C939,21C947,20C1054,20C1081,27C932,28C983,17C1009,30C879,29C1093,END","7C1621,3C1058,4C1045,13C888,5C934,5C1033,10C804,13C828,12C869,1C952,11C940,2C861,9C791,11C835,10C918,9C866,4C917,1C846,15C865,3C875,END","3C1885,28C1027,13C864,30C866,5C897,22C937,10C742,20X1994,12C931,29C869,2C798,26C929,4C895,24C972,11C831,25C986,9C768,17C857,1C868,21C908,END","9C882,21C850,11C782,29C938,5C808,24C823,12C722,27C889,5C797,25C1101,3C763,21C879,4C959,20C961,1C927,26C803,1C848,29C936,11C789,22C844,4C932,18C1173,15C794,28X2576,2C999,24C970,15C766,26C872,13C806,30C889,9C855,28C943,10C776,27C813,10C805,20C882,7C830,17C1002,2C852,22C811,END","22C1079,29C839,28C799,30C863,30C802,28C849,30C783,30C792,27C827,18C980,24C774,27C859,22C755,17C871,21C876,21C814,17C866,26C883,17C689,29C932,25C859,20C796,26C847,22C738,24C1064,29C843,24C879,25C915,24C1194,18C897,21C841,20X1513,20C890,27C898,28X2354,18C980,26C1136,21C883,29C982,25C885,END","4C3876,29C1750,10C2052,21C1055,11C851,24C757,15C814,17C848,3C759,27C808,1C923,22C716,13X1732,25C1146,7C907,30C952,12C797,26X1393,2C2740,18C1058,END","4C1731,18C1364,11C863,29C905,13C892,21C757,12C804,22C920,2C740,30C745,15C1220,26C1173,12C794,20C1098,1C857,21C1402,9C995,18C884,1C872,27C860,3C888,17C1121,4C952,24C896,13C803,22C851,5C900,27C774,10C866,25C1179,2C893,29C909,7C993,20X1646,11C1078,25C1034,3C981,26C1047,10C752,28C790,END",NA,NA,NA,NA,NA,NA,NA,IAT3-CompatibleFirst[TargetAonLeftwithPos]
44267.07486,anonymous,100,116,1,1,40,2,2,-99,3,1,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44260.07898,anonymous,26,40,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44260.11291,anonymous,26,9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44260.22742,anonymous,26,14,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44268.17221,anonymous,100,496,1,1,46,1,1,-99,3,-99,3,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22C2927,30C1494,22C2123,24C1624,26C1158,29C1476,24C1955,20C2014,25C1143,20C1643,17C914,30C1519,26C1839,18C1028,29C1172,27C1673,27C680,18C1032,28C1070,21C1425,END","7C2089,9C996,13C976,1C1047,10C880,12C919,4C940,2C1096,11C1021,5C1289,11C946,13C1122,2C1060,4C812,9C1004,5C1337,7C1166,3C1214,15C911,10C1051,END","10C1360,18C1209,4C843,26C2064,11C882,29C1017,15C762,22C1714,5C1194,30C803,1C891,28C955,7C1104,21C963,12C782,25C892,3C982,24C1061,9C1001,17C863,END","10C921,20C1331,7C931,20C1190,15C801,21C1061,12C782,30C876,3C869,24C940,1X2149,28C2495,2C1020,17C832,3C779,28C956,13C689,27X1804,4C835,22C1031,12C810,29C823,11C861,30C881,13C743,24C854,5C911,27C1024,1C1038,18C1035,11C741,18C720,4C739,22C843,5C1111,25C997,10C751,25C1408,9C922,26C798,END","18C918,24C732,28C843,25C1092,18C1074,25C926,27C2062,24C994,17C793,21C852,26C869,26C782,25C1226,21C780,29C967,30C712,17C782,24C1050,30C842,30C1413,24C1210,27C1746,22C801,18C959,21C821,28C689,29C984,17C760,30C801,26C882,20C949,20C720,25C960,20C1306,21C841,29C904,22C793,27C1350,28C740,22C841,END","7C2786,22C2877,15C1509,28C1645,1C1030,21C1973,2C1374,17C1109,9C2397,27C1937,3C1172,18C1257,11C933,25C2101,10C1227,30C1150,12C1408,26C1107,5C1210,24C1751,END","4C2140,20C1235,9C901,26C997,7C992,25C974,1C793,17C1339,11C695,24C982,10C762,29C782,1C1189,17C1368,10C907,28C919,5C943,21C1098,3C1325,22C1743,12C760,25C832,2C792,24C1831,7C991,30C1449,15C982,22C1459,5C841,29C1457,11C1046,27C874,15C1313,28C1467,9C1101,20C790,13C800,30C861,4C651,18C1170,END",NA,NA,NA,NA,NA,NA,NA,IAT3-CompatibleFirst[TargetAonLeftwithPos]
44268.41574,anonymous,100,557,1,1,54,2,2,-99,3,2,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,"22C2559,26C1171,22C903,24X5907,26X3828,29C2776,28C934,30C1137,17C1004,25C1511,18C1424,21C1546,30C957,20C2526,17C1491,29C902,27C1041,28C873,24C920,21C1109,END","3C1874,1C1459,10C1459,15C1407,4C953,4C966,5C957,11C975,15C1017,12C855,2C1004,7C1360,1C1388,13C898,12C749,10C792,5C911,11C799,3C913,9C704,END","5C2924,18C1065,7C1507,22C1007,1C1122,25X2777,4C1382,30C1507,12C1443,27C1942,3C1197,17C965,15C1790,21C1613,10C989,20C1082,11C787,28C1041,9C790,29C1678,END","3C1259,20C1181,1C857,22C1103,9C915,27C1075,5C1334,18C1046,2C947,20C932,15C905,28C976,11C810,24C1080,10C666,17C760,13C753,18C820,4C880,30C1017,10C761,21C1082,9C643,29C1045,4C718,24C901,5C944,26X2203,1C1547,17C953,2C1246,26C1333,12C826,25C1254,7C1006,29X2032,15C2324,25C1118,12C1585,27C888,END","24C1263,21C824,21C831,29C839,28C1233,24C803,17C1424,27C824,18C761,20C889,25C925,30C1149,20C830,26C1301,18C889,22C958,17C922,22C821,21C846,17C832,28C804,30X3250,22C1667,27C928,26C866,29C773,25C863,24C808,26C735,18C764,24C1194,18C785,20C959,29C983,27C765,25C813,26C873,27C897,30C778,28C874,END","3C1176,24C1202,2C1307,28C1247,5C914,27C866,13C800,18C895,15C729,30C1089,9C760,17C934,12C845,25C1296,7C870,26C864,11C806,20C858,4C884,22C904,END","13C790,17C738,15C732,29C819,13C707,26C730,9C717,18C784,7C799,17C800,2C995,24C845,15C795,21C841,9C681,30C888,1C809,20C898,7C925,22C1868,5C789,22C769,3C730,27X1756,4X2543,20C1210,12C855,25C1435,1C927,30C721,11C658,27C720,5C782,26C1033,12C848,25C882,10X2874,28C957,2C877,21C947,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT2-IncompatibleFirst[TargetAonRightwithNeg]
44270.14455,anonymous,100,586,1,1,54,1,1,-99,2,1,2,1,5,2,5,"18C2223,26C1218,17C949,29C1225,25C1252,30C789,20C1652,25C1042,27C887,27C870,20X2400,18C1190,30C1384,22C1064,29C935,17C768,21C785,24C751,28C727,22C720,END","11C1181,13C856,5C726,5C784,2C712,1C711,12C691,1C731,4C717,7C679,10C661,3C653,11C658,10C808,9C704,9C726,7C770,15C676,12C667,2C700,END","2C958,21C963,12C925,18C866,1C820,20C1016,3C821,24C705,15C657,27C676,5C637,29C931,11C837,28C741,10X1531,22C982,9C607,25C1050,4C701,26C842,END","11C779,28C761,1C829,22C1205,10C710,20C1453,9C704,30C675,1C689,20C641,5C782,29X1552,2X1498,22C919,4C717,25C855,5C1165,25C1410,13C876,30C842,13C633,21C652,7C974,26C1129,2C758,21C852,3C759,24C775,10C714,18C980,12C676,24C794,11C818,26C790,15C721,27C724,4C653,29C773,9C779,17C610,END","18C1905,18C766,27C794,28C739,26C705,28C655,30C603,18C663,30C630,22C788,24C638,25C836,17C1165,29C700,20C916,21C835,20C786,21C815,17C802,29C784,17C654,28C731,26C603,26C611,24C679,25C800,26C857,22C677,24C814,27C726,25C1213,21C1154,30C916,22C1174,30C829,21C1050,27C652,22C946,29X1289,20C1078,END","7C1437,20C1769,12C1083,22C1465,4C1033,25C1038,11C1317,28C2082,5C1313,17C2644,1C1331,24C1279,15C969,29C1060,3C1160,21C1256,13C1384,26C953,9C1275,30C884,END","1C816,30C1139,2C886,29X1430,11C1003,22C1267,11C819,28C957,10C679,25C1178,9C680,17C1067,3C668,26X1290,13C863,27C1165,1C1489,21C1102,3C929,18C1241,15C880,28C864,7C822,30C818,12C972,24C714,5C692,17C888,4C903,27C1158,2C985,20C1135,12C782,18C925,5C946,29C2000,13C1046,22C1843,10C746,21C833,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT1-CompatibleFirst[TargetAonRightwithPos]
44271.34712,anonymous,100,607,1,1,35,1,1,-99,2,1,3,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29C3595,27C1323,30C885,17C809,20C1021,18C854,25C1010,25C702,22C825,26C934,27C783,22C1030,17C928,18C736,28C844,29C809,21C953,20C710,28C859,24C898,END","9C1833,11C898,7C886,2C885,4C858,3C738,15C744,1C853,3C660,11C779,10C638,5C730,1C828,12C763,13C779,12C696,7C835,10C878,15C687,2C606,END","9C2008,24C1374,3C1232,22C3077,12X2227,30C908,5C1416,17C901,15C1431,21C1420,1C1023,29C1047,10C1067,25C1202,13C1237,26C2639,7X1673,20C966,4C1040,27C1303,END","3C1250,25C905,7C702,17C802,10C757,30C972,7C908,24C854,9C800,29C880,4C928,22C1102,10C1018,21C952,9C958,18C852,5C895,17C905,13C1236,28C892,5C843,20C882,12C998,20C815,11C919,26C1046,1C795,30C1327,15X1504,21C925,3C825,29C1677,2C741,27C1037,15C1233,28C1666,2C838,27C1299,13C783,22C741,END","27C1155,24C829,27C788,26C878,20C1055,25C894,24C913,24C715,21C690,20C702,17C699,30C690,27C586,22C700,29C788,22C761,18C740,26C817,18C883,26C837,18C800,18C586,28C693,21C778,17C729,28C639,26C619,22C741,25C927,20C954,29C847,30C679,28C661,29C704,21C638,20C700,30C797,25C852,29C783,17C616,END","11C831,28C1230,10C931,18C986,2C724,17C830,9C799,22C885,1C1147,25C856,7C736,26C1026,12C555,20C852,13C1094,24X1581,3C968,29C1140,4C827,30C1337,END","9C911,20C1154,1C1067,25C1010,15C1008,22C872,10C860,24C1083,2C1036,21C800,4X1228,29C846,9C636,17C794,7C673,30C927,13C703,27C1125,3C800,26C882,13C670,27C624,2C671,21C714,5C756,26C792,12C777,28C1107,5C795,22C806,10C817,25C810,3C824,29X1793,15C1262,18C2571,4C687,18C2226,11C1002,20C2578,END",IAT4-IncompatibleFirst[TargetAonLeftwithNeg]
44272.08639,anonymous,100,513,1,1,54,2,2,-99,2,1,3,1,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20C1960,24C1036,22C804,18C813,30C778,29C944,27C865,18C909,26C797,21C841,25C757,24C678,26C672,27C888,17C778,28C773,20C1273,22C952,28C714,25C795,END","7C1073,2C737,9C643,3C789,4C842,9C676,7C702,12C792,1C690,5C723,3C726,11C733,12C663,5C657,11C602,10C745,13C660,4C804,15C833,13C1114,END","12C1429,28C2345,15C1184,18C1932,2C944,27C1254,3C922,30C806,13C948,21C829,9C850,17C782,1C980,20C1318,11C908,26C993,4C916,24C1087,5C1020,29C1052,END","9C749,25C961,7C824,18C782,13C813,29C785,5C692,22C932,3C741,24C857,2C775,21C832,4C702,17C785,1C709,20C832,12C785,28C888,1C727,22C866,15C778,21C937,5C680,30C842,3C761,29C787,13C748,18C836,15C772,25C801,2C1099,26C853,11C700,26C835,11C783,27C968,12C949,30C803,10C809,20C830,END","25C848,24C743,25C704,28C972,30C814,17C663,17C735,22C841,29C700,22C702,26C873,20C1024,20C836,29C851,29C924,17C831,29C1339,28C1122,18C804,27C913,20C1018,26C1073,21C839,21C856,22C950,24C912,20X1920,27C1221,27C892,18C871,21C1033,25C889,26C844,18C747,30C834,26C1033,28C947,21C840,24C859,30C784,END","5C1921,21C759,12C929,25C774,4C785,29C1185,3C913,24C786,1C808,22C913,15C821,18C1099,7C1005,28C807,13C963,30C737,10C633,26C784,9C660,17C813,END","4C668,17C684,10C614,26C678,15C782,24C650,11C784,27C892,12C603,29C893,10C607,20C772,1C719,24C650,1C674,25C781,9C741,20C942,7C749,28C692,9C720,30C658,15C692,18C763,7C807,17C840,3C728,29C843,5C722,21C800,3C878,21C944,5C684,25C789,13C753,22C675,2C782,30C944,11C974,26C726,END",IAT4-IncompatibleFirst[TargetAonLeftwithNeg]
44266.01084,anonymous,33,76,0,1,51,2,2,-99,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44266.08203,anonymous,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44266.1049,anonymous,26,24,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44271.24587,anonymous,100,165759,1,1,43 år,2,2,-99,4,1,3,1,5,3,4,NA,NA,NA,NA,NA,NA,NA,"21C2426,24C1042,18C997,24C1385,29C968,20C1649,18C921,27C863,17C888,26C897,30C910,20C923,29C887,28C916,26C958,25C799,28C712,22C1310,25C1410,21C893,END","7C1269,3C605,15C786,11C728,13C721,3C707,10C777,2C870,11C732,1C605,5C568,5C552,9C625,13C635,1C648,15C620,12C589,12C648,4C603,7C693,END","9C2841,24C2506,2C1016,21C926,12C922,25C837,7C3579,29C1146,11C915,27C1108,1C767,30C1178,10C2160,20C1101,5C1381,26C882,4C835,17C767,15C762,22C1364,END","13C719,20C663,13C772,29C1435,1C1092,30C709,11C921,21C766,15C638,24C781,7C649,24C990,7C899,22C1475,10C635,26C713,9C773,27C779,5C692,25C1028,1C819,28C957,5C789,17C755,9C907,30C846,4C1085,17C1164,4C978,29C841,2C949,18C768,11C764,28C813,12X1561,20C978,3C1024,18C995,15C874,26C721,END","28C721,24C757,22C748,30C694,18C1101,30C687,17C755,24C639,27X1088,30C900,24C831,17C1219,26C690,29C733,25C865,20C1588,22C689,21X1361,29C1043,22C901,29C870,25C789,30C1085,28C614,26C670,18C760,18C597,27C750,26C878,20C629,29C701,20C1233,28C635,27C866,21C1021,17C581,24C689,22C627,21C730,25C813,END","12C687,21C902,13C803,27C1015,7C701,30C1139,5C1060,20C701,3C653,22C606,1C686,18C609,15C629,28C730,4C880,25C729,9C598,29C968,10C622,17C836,END","7C757,17C596,7C531,26C719,10C625,29C751,15C624,25C759,5C772,25X1156,3C642,27C706,4C690,18C622,9C610,29X1105,10C803,28C718,9C649,17C575,15C647,24C639,1C965,30C635,3C719,20C717,13C577,18C690,1C851,28C625,2C692,22C685,12C675,21C855,5C1049,22C747,12C601,20C720,11C687,26C811,END",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT2-IncompatibleFirst[TargetAonRightwithNeg]
44273.17909,anonymous,100,552,1,1,43,1,1,-99,3,1,3,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22C1625,27C1000,21C1020,17C834,22C851,24C1249,27C1267,18C926,17C870,25C1043,30C869,28C995,20C868,29C955,18C818,28C1121,30C1152,24C891,25C1424,26C838,END","9C1612,2C1006,13C771,7C860,7C827,4C1403,5C946,1C753,11C857,1C893,12C729,10C773,13C846,4C1150,9X1883,3C854,15C2585,12C684,10C729,5C889,END","12C1201,29C3025,15C1121,18C1021,5C1065,22C865,3C851,27C1093,13C1087,21C798,9C881,24C748,2C867,25C1049,11C846,17C736,4X1446,30C4315,1C1185,26C1092,END","9C913,28C783,9C842,30C862,15C799,29C962,4C873,25C779,11C758,17C797,1C782,25C787,1C946,30C933,3C793,22C1055,12C717,18C811,2C796,20X3912,5C969,20C919,5C1002,26C1923,7C804,27C1362,12C893,21C1133,4C1176,27C1619,3C816,22C792,11C744,18C1122,10C755,29C749,13C800,24C839,15C1227,24C662,END","27C1141,20C1077,18C1129,17C810,21C848,22C750,28C816,22C744,29C886,20C910,22C742,26C984,30C1030,17C711,28C653,26C679,18C906,20X1515,22C907,21C763,27C741,29C587,25C705,25C715,27C770,28C798,30C724,26C791,30C662,21C764,24C541,26C863,17C680,29C951,17C732,24C1444,18C881,29C1855,24C796,25C1218,END","13C3105,22C3050,4C1212,25C889,5C2014,30C1988,10C999,27C1462,12C926,17X2844,11C1644,28C1517,3C693,21C858,2C1163,26X1960,15X1198,20C2453,1C1859,24C1801,END","4C1336,28C1425,5C834,18C944,12C850,29C1724,10C898,17C1484,3C902,20C1041,15C903,24C696,3C846,28C1279,9C888,29C1394,1C1258,20C855,11C1010,18C1751,15C639,17C571,5C802,30C670,2C708,25C873,10C783,26C997,1C1236,22C822,11C1569,21C2028,13C703,30C905,4C687,27C1015,7C757,26C843,12X1467,21C1794,END",NA,NA,NA,NA,NA,NA,NA,IAT3-CompatibleFirst[TargetAonLeftwithPos]
44266.14473,anonymous,4,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
